,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1593
1,2室2厅1厨1卫,1278
2,3室2厅1厨1卫,815
3,4室2厅1厨2卫,511
4,2室1厅1厨1卫,300
5,1室1厅1厨1卫,154
6,3室1厅1厨1卫,115
7,2室2厅1厨2卫,90
8,5室2厅1厨2卫,57
9,5室2厅1厨3卫,33
