,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1772
1,2室2厅1厨1卫,1241
2,1室1厅1厨1卫,978
3,4室2厅1厨2卫,841
4,3室2厅1厨1卫,713
5,2室1厅1厨1卫,667
6,1室0厅1厨1卫,292
7,3室1厅1厨1卫,170
8,5室2厅1厨2卫,117
9,3室1厅1厨2卫,100
