,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1497
1,4室2厅1厨2卫,934
2,3室2厅1厨1卫,419
3,2室2厅1厨1卫,399
4,1室1厅1厨1卫,256
5,2室1厅1厨1卫,196
6,5室2厅1厨2卫,159
7,5室2厅1厨3卫,78
8,1室0厅1厨1卫,74
9,3室1厅1厨1卫,71
