,室厅厨卫 布局,数量
0,3室2厅1厨2卫,2744
1,3室2厅1厨1卫,1545
2,2室2厅1厨1卫,1537
3,4室2厅1厨2卫,914
4,2室1厅1厨1卫,647
5,1室1厅1厨1卫,529
6,3室1厅1厨1卫,194
7,4室2厅1厨3卫,180
8,5室2厅1厨3卫,154
9,2室2厅1厨2卫,117
