,室厅厨卫 布局,数量
0,3室2厅1厨2卫,14490
1,2室2厅1厨1卫,14470
2,3室2厅1厨1卫,9787
3,2室1厅1厨1卫,8611
4,1室1厅1厨1卫,5844
5,4室2厅1厨2卫,4891
6,3室1厅1厨1卫,2740
7,3室1厅1厨2卫,1191
8,1室0厅1厨1卫,1185
9,2室2厅1厨2卫,981
