,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,涧西区,9338.2,100.41,103.04
1,洛龙区,12339.9,174.13,129.44
2,西工区,8805.0,90.76,100.58
3,老城区,7668.5,76.87,98.03
4,瀍河回族区,7617.9,79.94,99.09
