,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,晋江市,10284.9,128.71,120.09
1,丰泽区,15540.8,200.22,123.47
2,鲤城区,13239.8,146.62,105.18
3,洛江区,12569.3,141.86,111.81
4,石狮市,7567.1,100.2,136.01
5,南安市,8199.1,81.56,102.24
