,室厅厨卫 布局,数量
0,2室1厅1厨1卫,18892
1,1室1厅1厨1卫,6244
2,3室1厅1厨1卫,2368
3,3室2厅1厨2卫,1314
4,2室2厅1厨1卫,1042
5,3室2厅1厨1卫,694
6,1室0厅1厨1卫,640
7,3室1厅1厨2卫,451
8,4室2厅1厨2卫,400
9,2室0厅1厨1卫,290
