,室厅厨卫 布局,数量
0,3室2厅1厨2卫,802
1,4室2厅1厨2卫,399
2,2室2厅1厨1卫,355
3,3室2厅1厨1卫,195
4,1室1厅1厨1卫,180
5,2室1厅1厨1卫,103
6,5室2厅1厨2卫,42
7,2室2厅1厨2卫,33
8,5室2厅1厨3卫,22
9,5室3厅1厨3卫,16
