,室厅厨卫 布局,数量
0,3室2厅1厨2卫,2370
1,2室2厅1厨1卫,1103
2,3室2厅1厨1卫,936
3,4室2厅1厨2卫,668
4,2室1厅1厨1卫,193
5,1室1厅1厨1卫,175
6,5室2厅1厨2卫,85
7,2室2厅1厨2卫,83
8,3室1厅1厨1卫,69
9,4室2厅1厨3卫,42
