,室厅厨卫 布局,数量
0,3室2厅1厨2卫,2923
1,2室2厅1厨1卫,1333
2,4室2厅1厨2卫,1124
3,3室2厅1厨1卫,840
4,1室1厅1厨1卫,692
5,2室1厅1厨1卫,335
6,5室2厅1厨2卫,171
7,2室2厅1厨2卫,114
8,5室2厅1厨3卫,110
9,5室3厅1厨3卫,91
