area1,"(0, 100]","(100, 200]","(200, 300]","(300, 400]"
新会区,86.0,78.0,13.0,0.0
江海区,234.0,146.0,9.0,3.0
蓬江区,1209.0,859.0,123.0,16.0
鹤山市,1230.0,249.0,123.0,93.0
