,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1394
1,3室2厅1厨1卫,593
2,2室2厅1厨1卫,544
3,4室2厅1厨2卫,427
4,2室1厅1厨1卫,326
5,1室1厅1厨1卫,180
6,4室2厅1厨3卫,144
7,3室1厅1厨1卫,108
8,2室2厅1厨2卫,89
9,5室2厅1厨3卫,88
