,室厅厨卫 布局,数量
0,3室2厅1厨2卫,823
1,2室2厅1厨1卫,772
2,2室1厅1厨1卫,327
3,3室2厅1厨1卫,291
4,2室2厅1厨2卫,120
5,4室2厅1厨2卫,94
6,1室1厅1厨1卫,91
7,4室2厅1厨3卫,51
8,3室1厅1厨1卫,33
9,3室1厅1厨2卫,22
