,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,渝北,15951.2,186.08,114.31
1,南岸,14928.0,151.65,100.7
2,江北,17107.1,177.99,102.47
3,沙坪坝,13468.5,125.7,93.22
4,九龙坡,13924.2,124.81,90.0
5,巴南,11868.2,110.06,91.69
6,渝中,16534.3,163.58,98.3
7,北碚,10135.0,108.44,103.78
8,江津,6931.6,73.17,106.11
9,大渡口,12895.9,121.07,93.12
10,长寿,4990.0,45.21,92.47
11,璧山,8270.6,78.1,95.05
12,合川,5678.3,39.58,69.22
