,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,和平,16712.4,183.94,105.39
1,大东,9110.0,82.23,86.6
2,于洪,8839.5,81.82,90.26
3,浑南,11602.0,128.37,107.36
4,铁西,10747.9,92.66,83.07
5,沈河,12149.9,113.83,89.55
6,沈北新区,7965.8,67.48,81.42
7,皇姑,9954.8,91.37,86.1
8,苏家屯,7396.7,74.82,99.9
