,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,丰满区,7785.9,83.75,103.27
1,昌邑区,6649.7,56.22,82.93
2,船营区,6902.8,63.18,87.68
3,龙潭区,4559.8,35.39,75.04
