,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,浦东,57514.6,624.05,100.79
1,闵行,49924.0,586.99,110.46
2,宝山,41810.2,372.09,88.82
3,普陀,57676.3,499.09,82.05
4,松江,36670.2,504.61,129.95
5,徐汇,74689.8,669.55,84.29
6,杨浦,60969.9,485.99,76.36
7,嘉定,34567.7,347.88,98.91
8,长宁,72580.1,708.81,89.73
9,闸北,62299.1,545.24,80.97
10,虹口,64083.5,543.02,80.72
11,青浦,36392.1,667.52,160.99
12,黄浦,94719.9,1111.86,107.9
13,奉贤,24251.5,247.14,100.22
14,静安,94010.7,912.67,95.79
15,金山,19734.0,216.78,110.14
