,室厅厨卫 布局,数量
0,2室1厅1厨1卫,2480
1,2室2厅1厨1卫,1642
2,1室1厅1厨1卫,801
3,3室2厅1厨1卫,763
4,3室2厅1厨2卫,676
5,3室1厅1厨1卫,304
6,4室2厅1厨2卫,109
7,1室2厅1厨1卫,44
8,2室2厅1厨2卫,44
9,3室1厅1厨2卫,27
