,室厅厨卫 布局,数量
0,2室1厅1厨1卫,128
1,1室1厅1厨1卫,120
2,1室0厅1厨1卫,118
3,3室2厅1厨2卫,78
4,2室2厅1厨1卫,71
5,2室2厅1厨2卫,55
6,2室1厅1厨2卫,17
7,3室2厅1厨1卫,15
8,3室1厅1厨2卫,14
9,1室2厅1厨1卫,13
