,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,泉山区,12175.9,133.32,100.38
1,鼓楼区,11615.7,110.97,92.78
2,云龙区,12605.1,127.06,96.04
3,铜山区,11269.3,175.7,144.83
4,新城区,14783.5,188.67,124.12
5,金山桥开发区,10849.5,115.09,103.63
