,室厅厨卫 布局,数量
0,3室2厅1厨1卫,2491
1,2室2厅1厨1卫,1816
2,3室2厅1厨2卫,1660
3,2室1厅1厨1卫,1086
4,4室2厅1厨2卫,740
5,3室1厅1厨1卫,465
6,1室1厅1厨1卫,327
7,4室2厅1厨1卫,131
8,5室2厅1厨3卫,125
9,5室2厅1厨2卫,119
