,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,句容,12525.3,134.36,107.65
1,京口,9522.8,103.13,105.48
2,润州,10554.4,117.6,108.69
3,丹徒区,8823.7,117.57,126.98
4,丹阳市,7848.8,100.23,129.22
