,室厅厨卫 布局,数量
0,3室2厅1厨1卫,3524
1,2室2厅1厨1卫,2370
2,2室1厅1厨1卫,1358
3,3室2厅1厨2卫,1200
4,3室1厅1厨1卫,856
5,1室1厅1厨1卫,765
6,4室2厅1厨2卫,287
7,1室0厅1厨1卫,137
8,1室0厅0厨1卫,107
9,1室1厅0厨1卫,100
