,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1930
1,2室2厅1厨1卫,862
2,4室2厅1厨2卫,653
3,3室2厅1厨1卫,378
4,2室1厅1厨1卫,368
5,1室1厅1厨1卫,237
6,3室1厅1厨1卫,127
7,5室2厅1厨2卫,87
8,2室2厅1厨2卫,74
9,5室2厅1厨3卫,72
