,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1741
1,4室2厅1厨2卫,493
2,2室2厅1厨1卫,480
3,3室2厅1厨1卫,399
4,1室1厅1厨1卫,278
5,2室1厅1厨1卫,193
6,4室2厅1厨3卫,159
7,1室0厅1厨1卫,99
8,2室2厅1厨2卫,84
9,3室2厅1厨3卫,67
