,室厅厨卫 布局,数量
0,3室2厅1厨2卫,14667
1,2室1厅1厨1卫,12456
2,2室2厅1厨1卫,11602
3,1室1厅1厨1卫,7761
4,3室2厅1厨1卫,6757
5,4室2厅1厨2卫,4956
6,3室1厅1厨1卫,3868
7,3室1厅1厨2卫,2873
8,1室0厅1厨1卫,2445
9,4室2厅1厨3卫,1183
