,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,镜湖区,12172.3,121.28,97.79
1,弋江区,12315.8,131.24,103.56
2,鸠江区,11453.5,123.65,105.68
3,经济开发区,8840.4,85.86,94.64
4,三山区,8402.5,118.56,135.49
