,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,鄞州区,24160.0,295.83,118.42
1,北仑区,16009.3,185.09,114.39
2,海曙区,20611.3,217.7,104.47
3,江北区,21786.7,241.5,105.97
4,镇海区,17222.4,202.31,117.07
5,慈溪市,11467.9,154.62,130.1
6,余姚市,11733.7,151.29,127.58
