,室厅厨卫 布局,数量
0,3室2厅1厨2卫,966
1,2室2厅1厨1卫,523
2,3室2厅1厨1卫,511
3,2室1厅1厨1卫,364
4,1室1厅1厨1卫,351
5,4室2厅1厨2卫,316
6,3室1厅1厨1卫,120
7,4室2厅1厨3卫,54
8,5室2厅1厨2卫,45
9,5室3厅1厨3卫,44
