,室厅厨卫 布局,数量
0,3室2厅1厨2卫,818
1,2室2厅1厨1卫,489
2,3室2厅1厨1卫,385
3,4室2厅1厨2卫,263
4,2室1厅1厨1卫,252
5,1室1厅1厨1卫,155
6,3室1厅1厨1卫,120
7,5室2厅1厨2卫,49
8,5室2厅1厨3卫,44
9,1室0厅1厨1卫,31
