,室厅厨卫 布局,数量
0,3室2厅1厨2卫,3463
1,2室2厅1厨1卫,1526
2,4室2厅1厨2卫,1348
3,3室2厅1厨1卫,1164
4,1室1厅1厨1卫,1054
5,2室1厅1厨1卫,656
6,1室0厅1厨1卫,615
7,4室2厅1厨3卫,368
8,5室2厅1厨3卫,202
9,2室2厅1厨2卫,201
