,室厅厨卫 布局,数量
0,3室2厅1厨2卫,6006
1,2室1厅1厨1卫,4419
2,2室2厅1厨1卫,3715
3,1室1厅1厨1卫,3687
4,3室2厅1厨1卫,3408
5,4室2厅1厨2卫,2653
6,3室1厅1厨1卫,1761
7,3室1厅1厨2卫,771
8,2室2厅1厨2卫,440
9,4室2厅1厨3卫,403
