,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,余杭,25591.1,278.07,106.18
1,西湖,45107.8,495.91,108.73
2,江干,37766.6,364.29,93.32
3,萧山,29519.8,326.29,109.07
4,拱墅,40841.2,387.3,89.58
5,钱塘新区,26444.2,259.3,96.17
6,下城,40518.8,346.38,84.22
7,滨江,41673.1,446.15,104.74
8,上城,51233.4,482.97,91.01
9,临安,17137.1,265.7,146.56
10,富阳,21110.5,291.71,130.45
