,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1059
1,4室2厅1厨2卫,575
2,2室2厅1厨1卫,385
3,3室2厅1厨1卫,298
4,1室1厅1厨1卫,258
5,2室1厅1厨1卫,189
6,5室2厅1厨2卫,76
7,1室0厅1厨1卫,66
8,1室1厅0厨1卫,36
9,1室0厅0厨1卫,35
