,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,天元区,7520.3,94.04,125.57
1,芦淞区,6333.5,65.36,102.43
2,醴陵市,5873.8,75.1,128.19
3,荷塘区,6286.7,70.05,111.53
