,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,小店区,14638.3,167.53,115.27
1,万柏林区,12431.3,129.61,103.74
2,迎泽区,13885.6,137.9,99.38
3,杏花岭区,11940.9,128.3,104.28
4,晋源区,13980.1,150.18,105.66
5,尖草坪区,10521.4,103.84,98.7
