,室厅厨卫 布局,数量
0,2室1厅1厨1卫,1947
1,3室2厅1厨2卫,1110
2,2室2厅1厨1卫,1101
3,3室2厅1厨1卫,915
4,3室1厅1厨1卫,588
5,4室2厅1厨2卫,350
6,1室1厅1厨1卫,314
7,2室2厅1厨2卫,67
8,4室2厅1厨1卫,58
9,4室2厅1厨3卫,54
