,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1236
1,2室2厅1厨1卫,909
2,3室2厅1厨1卫,794
3,2室1厅1厨1卫,373
4,1室1厅1厨1卫,253
5,4室2厅1厨2卫,251
6,3室1厅1厨1卫,207
7,1室0厅1厨1卫,96
8,2室2厅1厨2卫,50
9,1室1厅0厨1卫,48
