,室厅厨卫 布局,数量
0,2室2厅1厨1卫,1347
1,2室1厅1厨1卫,1126
2,3室2厅1厨1卫,623
3,3室2厅1厨2卫,444
4,1室1厅1厨1卫,147
5,3室1厅1厨1卫,140
6,4室2厅1厨2卫,81
7,2室2厅1厨2卫,37
8,4室2厅1厨1卫,18
9,3室1厅1厨2卫,16
