,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1066
1,3室2厅1厨1卫,868
2,2室2厅1厨1卫,512
3,4室2厅1厨2卫,457
4,1室1厅1厨1卫,365
5,2室1厅1厨1卫,347
6,3室1厅1厨1卫,139
7,5室2厅1厨2卫,96
8,5室2厅1厨3卫,74
9,3室1厅1厨2卫,57
