,室厅厨卫 布局,数量
0,2室1厅1厨1卫,2984
1,2室2厅1厨1卫,2763
2,3室2厅1厨1卫,2411
3,3室2厅1厨2卫,1645
4,1室1厅1厨1卫,1310
5,3室1厅1厨1卫,1041
6,4室2厅1厨2卫,509
7,3室1厅1厨2卫,233
8,4室2厅1厨3卫,95
9,2室2厅1厨2卫,75
