,室厅厨卫 布局,数量
0,2室1厅1厨1卫,1605
1,1室1厅1厨1卫,565
2,2室2厅1厨1卫,317
3,3室2厅1厨2卫,290
4,3室1厅1厨1卫,265
5,3室1厅1厨2卫,247
6,1室0厅1厨1卫,221
7,3室2厅1厨1卫,139
8,2室1厅1厨2卫,131
9,4室2厅1厨2卫,71
