,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,思明,57569.5,657.54,112.68
1,湖里,49841.7,581.38,108.07
2,集美,32286.5,380.27,114.54
3,海沧,35161.3,408.35,108.04
4,翔安,26815.7,264.37,96.71
5,同安,27371.8,289.9,105.19
