,室厅厨卫 布局,数量
0,3室2厅1厨1卫,2453
1,3室2厅1厨2卫,2419
2,2室1厅1厨1卫,2342
3,2室2厅1厨1卫,1722
4,4室2厅1厨2卫,1047
5,3室1厅1厨1卫,1024
6,1室1厅1厨1卫,656
7,5室2厅1厨2卫,208
8,4室2厅1厨1卫,177
9,2室2厅1厨2卫,118
