,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1194
1,2室2厅1厨1卫,1188
2,3室2厅1厨1卫,611
3,4室2厅1厨2卫,297
4,2室1厅1厨1卫,243
5,1室1厅1厨1卫,103
6,2室2厅1厨2卫,86
7,3室1厅1厨1卫,84
8,5室2厅1厨2卫,29
9,1室0厅1厨1卫,24
