,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,龙岗区,42999.5,400.02,91.0
1,福田区,73594.4,668.76,87.36
2,南山区,86181.6,940.39,102.1
3,罗湖区,55267.1,403.45,71.88
4,宝安区,59825.7,589.54,95.68
5,龙华区,56084.3,543.86,93.97
6,盐田区,45741.9,410.0,85.04
7,坪山区,34678.1,307.81,87.09
8,大鹏新区,33429.3,306.56,86.29
9,光明区,40624.6,363.82,88.72
