,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,吴中,22806.7,302.44,126.82
1,工业园区,36972.4,504.96,129.19
2,姑苏,23023.4,253.57,104.43
3,昆山,18198.0,209.53,112.31
4,高新,24837.1,309.77,122.28
5,相城,20491.2,250.13,119.54
6,吴江,18059.0,240.53,128.9
