,室厅厨卫 布局,数量
0,2室2厅1厨1卫,1371
1,2室1厅1厨1卫,1079
2,3室2厅1厨2卫,663
3,3室2厅1厨1卫,530
4,1室1厅1厨1卫,379
5,4室2厅1厨2卫,221
6,3室1厅1厨1卫,118
7,2室2厅1厨2卫,103
8,2室0厅1厨1卫,61
9,1室0厅1厨1卫,40
