,室厅厨卫 布局,数量
0,3室2厅1厨1卫,1109
1,2室2厅1厨1卫,643
2,3室2厅1厨2卫,637
3,1室1厅1厨1卫,414
4,4室2厅1厨2卫,265
5,2室1厅1厨1卫,250
6,3室1厅1厨1卫,109
7,1室1厅0厨1卫,60
8,4室2厅1厨1卫,56
9,5室2厅1厨2卫,52
