,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,龙亭区,9805.2,126.89,122.12
1,鼓楼区,7426.1,83.85,109.76
2,祥符区,9292.6,112.26,119.82
3,顺河区,5978.5,60.05,98.25
4,禹王台区,6447.5,71.77,111.33
