,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,瑶海,13178.7,125.65,95.64
1,蜀山,17219.4,170.78,98.56
2,庐阳,16118.8,155.66,96.22
3,包河,16244.1,160.58,97.3
4,滨湖新区,18813.7,205.1,105.83
5,经开,16381.2,188.82,110.55
6,长丰,11353.8,114.52,100.5
7,新站,12851.4,125.3,96.91
8,肥西,15204.5,149.71,97.83
9,高新,17153.1,198.77,110.84
10,政务,23922.5,319.12,130.4
11,肥东,10699.7,107.27,101.73
