area1,"(0, 10000]","(10000, 20000]","(20000, 30000]","(30000, 40000]"
永嘉县,1.0,59.0,130.0,1.0
瓯海区,6.0,739.0,556.0,180.0
鹿城区,0.0,1343.0,2331.0,392.0
龙湾区,138.0,634.0,191.0,11.0
