,室厅厨卫 布局,数量
0,3室2厅1厨2卫,2511
1,2室2厅1厨1卫,1320
2,3室2厅1厨1卫,880
3,1室1厅1厨1卫,774
4,4室2厅1厨2卫,696
5,2室1厅1厨1卫,633
6,3室1厅1厨1卫,187
7,1室0厅1厨1卫,156
8,2室2厅1厨2卫,137
9,3室1厅1厨2卫,108
