,室厅厨卫 布局,数量
0,2室2厅1厨1卫,1935
1,3室2厅1厨2卫,1814
2,3室2厅1厨1卫,1654
3,2室1厅1厨1卫,968
4,1室1厅1厨1卫,907
5,4室2厅1厨2卫,850
6,3室1厅1厨1卫,316
7,5室2厅1厨2卫,120
8,4室2厅1厨3卫,112
9,5室2厅1厨3卫,106
