,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,钟楼区,14702.6,162.22,107.7
1,武进区,14140.9,170.34,116.22
2,天宁区,17100.7,188.53,107.01
3,新北区,15200.7,187.99,120.98
