,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,雁塔,18651.9,230.91,114.42
1,未央,14794.8,166.33,110.01
2,莲湖,14257.5,137.97,96.55
3,长安,14545.3,171.93,116.77
4,灞桥,15118.0,156.5,103.51
5,新城区,13472.3,134.76,98.77
6,碑林,14620.6,140.66,97.06
7,高陵,7926.8,66.67,86.23
