,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,金凤区,5996.2,71.02,113.45
1,兴庆区,5710.7,65.39,108.21
2,西夏区,4161.9,36.48,85.99
3,贺兰县,5989.1,88.77,138.66
