,室厅厨卫 布局,数量
0,3室2厅1厨2卫,3573
1,3室2厅1厨1卫,2685
2,2室2厅1厨1卫,1898
3,4室2厅1厨2卫,1202
4,1室1厅1厨1卫,649
5,2室1厅1厨1卫,355
6,4室2厅1厨3卫,247
7,5室2厅1厨2卫,196
8,3室1厅1厨1卫,153
9,2室2厅1厨2卫,98
