,地区,每平方米单价(单位:元),总价(单位:万元),面积(单位:平方米)
0,仓山区,27618.0,355.29,126.69
1,闽侯县,18742.8,190.93,99.94
2,鼓楼区,36045.2,330.71,94.69
3,台江区,29013.9,301.84,106.04
4,晋安区,26747.4,263.22,98.9
5,连江县,8546.8,81.62,95.43
6,马尾区,20887.5,293.03,133.94
