,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1812
1,4室2厅1厨2卫,1026
2,3室2厅1厨1卫,950
3,1室1厅1厨1卫,850
4,2室1厅1厨1卫,830
5,2室2厅1厨1卫,740
6,3室1厅1厨1卫,303
7,1室0厅1厨1卫,182
8,3室1厅1厨2卫,125
9,5室2厅1厨3卫,125
