,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1554
1,4室2厅1厨2卫,613
2,3室2厅1厨1卫,535
3,2室2厅1厨1卫,491
4,1室1厅1厨1卫,447
5,2室1厅1厨1卫,376
6,3室1厅1厨1卫,197
7,4室2厅1厨3卫,133
8,5室2厅1厨3卫,76
9,2室2厅1厨2卫,73
