,室厅厨卫 布局,数量
0,2室1厅1厨1卫,1388
1,2室2厅1厨1卫,1324
2,3室2厅1厨1卫,1174
3,3室1厅1厨1卫,706
4,1室1厅1厨1卫,577
5,3室2厅1厨2卫,531
6,4室2厅1厨2卫,235
7,5室2厅1厨2卫,56
8,4室2厅1厨1卫,42
9,4室3厅1厨2卫,37
