,室厅厨卫 布局,数量
0,3室2厅1厨2卫,1879
1,4室2厅1厨2卫,1293
2,2室2厅1厨1卫,1145
3,3室2厅1厨1卫,1051
4,2室1厅1厨1卫,419
5,1室1厅1厨1卫,414
6,5室2厅1厨3卫,193
7,5室2厅1厨2卫,189
8,4室2厅1厨3卫,145
9,3室1厅1厨1卫,125
